region,plant_type_full,year,Value
NEG,lfg_N_vl,2050,18000
NEG,lfg_N_vl,2075,18000
NEG,fc_N,2010,9500
NEG,fc_N,2015,9500
NEG,fc_N,2020,9209.489281
NEG,fc_N,2025,8918.978562
NEG,fc_N,2030,8628.467844
NEG,fc_N,2035,8337.957125
NEG,fc_N,2040,8337.957125
NEG,fc_N,2045,8337.957125
NEG,fc_N,2050,8337.957125
NEG,fc_N,2075,8337.957125
NEG,geo_N_1,2010,32969
NEG,geo_N_1,2015,32969
NEG,geo_N_1,2020,32969
NEG,geo_N_1,2025,32969
NEG,geo_N_1,2030,32969
NEG,geo_N_1,2035,32969
NEG,geo_N_1,2040,32969
NEG,geo_N_1,2045,32969
NEG,geo_N_1,2050,32969
NEG,geo_N_1,2075,32969
NEG,geo_N_2,2010,32969
NEG,geo_N_2,2015,32969
NEG,geo_N_2,2020,32969
NEG,geo_N_2,2025,32969
NEG,geo_N_2,2030,32969
NEG,geo_N_2,2035,32969
NEG,geo_N_2,2040,32969
NEG,geo_N_2,2045,32969
NEG,geo_N_2,2050,32969
NEG,geo_N_2,2075,32969
NEG,geo_N_3,2010,32969
NEG,geo_N_3,2015,32969
NEG,geo_N_3,2020,32969
NEG,geo_N_3,2025,32969
NEG,geo_N_3,2030,32969
NEG,geo_N_3,2035,32969
NEG,geo_N_3,2040,32969
NEG,geo_N_3,2045,32969
NEG,geo_N_3,2050,32969
NEG,geo_N_3,2075,32969
NEG,geo_N_4,2010,32969
NEG,geo_N_4,2015,32969
NEG,geo_N_4,2020,32969
NEG,geo_N_4,2025,32969
NEG,geo_N_4,2030,32969
NEG,geo_N_4,2035,32969
NEG,geo_N_4,2040,32969
NEG,geo_N_4,2045,32969
NEG,geo_N_4,2050,32969
NEG,geo_N_4,2075,32969
NEG,geo_N_5,2010,32969
NEG,geo_N_5,2015,32969
NEG,geo_N_5,2020,32969
NEG,geo_N_5,2025,32969
NEG,geo_N_5,2030,32969
NEG,geo_N_5,2035,32969
NEG,geo_N_5,2040,32969
NEG,geo_N_5,2045,32969
NEG,geo_N_5,2050,32969
NEG,geo_N_5,2075,32969
NEG,geo_N_6,2010,32969
NEG,geo_N_6,2015,32969
NEG,geo_N_6,2020,32969
NEG,geo_N_6,2025,32969
NEG,geo_N_6,2030,32969
NEG,geo_N_6,2035,32969
NEG,geo_N_6,2040,32969
NEG,geo_N_6,2045,32969
NEG,geo_N_6,2050,32969
NEG,geo_N_6,2075,32969
NEG,geo_N_7,2010,32969
NEG,geo_N_7,2015,32969
NEG,geo_N_7,2020,32969
NEG,geo_N_7,2025,32969
NEG,geo_N_7,2030,32969
NEG,geo_N_7,2035,32969
NEG,geo_N_7,2040,32969
NEG,geo_N_7,2045,32969
NEG,geo_N_7,2050,32969
NEG,geo_N_7,2075,32969
NEG,geo_N_8,2010,32969
NEG,geo_N_8,2015,32969
NEG,geo_N_8,2020,32969
NEG,geo_N_8,2025,32969
NEG,geo_N_8,2030,32969
NEG,geo_N_8,2035,32969
NEG,geo_N_8,2040,32969
NEG,geo_N_8,2045,32969
NEG,geo_N_8,2050,32969
NEG,geo_N_8,2075,32969
NEG,geo_N_9,2010,32969
NEG,geo_N_9,2015,32969
NEG,geo_N_9,2020,32969
NEG,geo_N_9,2025,32969
NEG,geo_N_9,2030,32969
NEG,geo_N_9,2035,32969
NEG,geo_N_9,2040,32969
NEG,geo_N_9,2045,32969
NEG,geo_N_9,2050,32969
NEG,geo_N_9,2075,32969
NEG,geo_N_10,2010,32969
NEG,geo_N_10,2015,32969
NEG,geo_N_10,2020,32969
NEG,geo_N_10,2025,32969
NEG,geo_N_10,2030,32969
NEG,geo_N_10,2035,32969
NEG,geo_N_10,2040,32969
NEG,geo_N_10,2045,32969
NEG,geo_N_10,2050,32969
NEG,geo_N_10,2075,32969
NEG,slrPV_N,2010,9884
NEG,slrPV_N,2015,9884
NEG,slrPV_N,2020,9884
NEG,slrPV_N,2025,9884
NEG,slrPV_N,2030,9884
NEG,slrPV_N,2035,9884
NEG,slrPV_N,2040,9884
NEG,slrPV_N,2045,9884
NEG,slrPV_N,2050,9884
NEG,slrPV_N,2075,9884
NEG,slrCSP_N,2010,9884
NEG,slrCSP_N,2015,9884
NEG,slrCSP_N,2020,9884
NEG,slrCSP_N,2025,9884
NEG,slrCSP_N,2030,9884
NEG,slrCSP_N,2035,9884
NEG,slrCSP_N,2040,9884
NEG,slrCSP_N,2045,9884
NEG,slrCSP_N,2050,9884
NEG,slrCSP_N,2075,9884
NEG,wnd_Nonsh_3,2010,9884
NEG,wnd_Nonsh_3,2015,9884
NEG,wnd_Nonsh_3,2020,9884
NEG,wnd_Nonsh_3,2025,9884
NEG,wnd_Nonsh_3,2030,9884
NEG,wnd_Nonsh_3,2035,9884
NEG,wnd_Nonsh_3,2040,9884
NEG,wnd_Nonsh_3,2045,9884
NEG,wnd_Nonsh_3,2050,9884
NEG,wnd_Nonsh_3,2075,9884
NEG,wnd_Nonsh_4,2010,9884
NEG,wnd_Nonsh_4,2015,9884
NEG,wnd_Nonsh_4,2020,9884
NEG,wnd_Nonsh_4,2025,9884
NEG,wnd_Nonsh_4,2030,9884
NEG,wnd_Nonsh_4,2035,9884
NEG,wnd_Nonsh_4,2040,9884
NEG,wnd_Nonsh_4,2045,9884
NEG,wnd_Nonsh_4,2050,9884
NEG,wnd_Nonsh_4,2075,9884
NEG,wnd_Nonsh_5,2010,9884
NEG,wnd_Nonsh_5,2015,9884
NEG,wnd_Nonsh_5,2020,9884
NEG,wnd_Nonsh_5,2025,9884
NEG,wnd_Nonsh_5,2030,9884
NEG,wnd_Nonsh_5,2035,9884
NEG,wnd_Nonsh_5,2040,9884
NEG,wnd_Nonsh_5,2045,9884
NEG,wnd_Nonsh_5,2050,9884
NEG,wnd_Nonsh_5,2075,9884
NEG,wnd_Nonsh_6,2010,9884
NEG,wnd_Nonsh_6,2015,9884
NEG,wnd_Nonsh_6,2020,9884
NEG,wnd_Nonsh_6,2025,9884
NEG,wnd_Nonsh_6,2030,9884
NEG,wnd_Nonsh_6,2035,9884
NEG,wnd_Nonsh_6,2040,9884
NEG,wnd_Nonsh_6,2045,9884
NEG,wnd_Nonsh_6,2050,9884
NEG,wnd_Nonsh_6,2075,9884
NEG,wnd_Nonsh_7,2010,9884
NEG,wnd_Nonsh_7,2015,9884
NEG,wnd_Nonsh_7,2020,9884
NEG,wnd_Nonsh_7,2025,9884
NEG,wnd_Nonsh_7,2030,9884
NEG,wnd_Nonsh_7,2035,9884
NEG,wnd_Nonsh_7,2040,9884
NEG,wnd_Nonsh_7,2045,9884
NEG,wnd_Nonsh_7,2050,9884
NEG,wnd_Nonsh_7,2075,9884
NEG,wnd_Nshal_3,2010,9884
NEG,wnd_Nshal_3,2015,9884
NEG,wnd_Nshal_3,2020,9884
NEG,wnd_Nshal_3,2025,9884
NEG,wnd_Nshal_3,2030,9884
NEG,wnd_Nshal_3,2035,9884
NEG,wnd_Nshal_3,2040,9884
NEG,wnd_Nshal_3,2045,9884
NEG,wnd_Nshal_3,2050,9884
NEG,wnd_Nshal_3,2075,9884
NEG,wnd_Nshal_4,2010,9884
NEG,wnd_Nshal_4,2015,9884
NEG,wnd_Nshal_4,2020,9884
NEG,wnd_Nshal_4,2025,9884
NEG,wnd_Nshal_4,2030,9884
NEG,wnd_Nshal_4,2035,9884
NEG,wnd_Nshal_4,2040,9884
NEG,wnd_Nshal_4,2045,9884
NEG,wnd_Nshal_4,2050,9884
NEG,wnd_Nshal_4,2075,9884
NEG,wnd_Nshal_5,2010,9884
NEG,wnd_Nshal_5,2015,9884
NEG,wnd_Nshal_5,2020,9884
NEG,wnd_Nshal_5,2025,9884
NEG,wnd_Nshal_5,2030,9884
NEG,wnd_Nshal_5,2035,9884
NEG,wnd_Nshal_5,2040,9884
NEG,wnd_Nshal_5,2045,9884
NEG,wnd_Nshal_5,2050,9884
NEG,wnd_Nshal_5,2075,9884
NEG,wnd_Nshal_6,2010,9884
NEG,wnd_Nshal_6,2015,9884
NEG,wnd_Nshal_6,2020,9884
NEG,wnd_Nshal_6,2025,9884
NEG,wnd_Nshal_6,2030,9884
NEG,wnd_Nshal_6,2035,9884
NEG,wnd_Nshal_6,2040,9884
NEG,wnd_Nshal_6,2045,9884
NEG,wnd_Nshal_6,2050,9884
NEG,wnd_Nshal_6,2075,9884
NEG,wnd_Nshal_7,2010,9884
NEG,wnd_Nshal_7,2015,9884
NEG,wnd_Nshal_7,2020,9884
NEG,wnd_Nshal_7,2025,9884
NEG,wnd_Nshal_7,2030,9884
NEG,wnd_Nshal_7,2035,9884
NEG,wnd_Nshal_7,2040,9884
NEG,wnd_Nshal_7,2045,9884
NEG,wnd_Nshal_7,2050,9884
NEG,wnd_Nshal_7,2075,9884
NEG,wnd_Ndeep_3,2010,9884
NEG,wnd_Ndeep_3,2015,9884
NEG,wnd_Ndeep_3,2020,9884
NEG,wnd_Ndeep_3,2025,9884
NEG,wnd_Ndeep_3,2030,9884
NEG,wnd_Ndeep_3,2035,9884
NEG,wnd_Ndeep_3,2040,9884
NEG,wnd_Ndeep_3,2045,9884
NEG,wnd_Ndeep_3,2050,9884
NEG,wnd_Ndeep_3,2075,9884
NEG,wnd_Ndeep_4,2010,9884
NEG,wnd_Ndeep_4,2015,9884
NEG,wnd_Ndeep_4,2020,9884
NEG,wnd_Ndeep_4,2025,9884
NEG,wnd_Ndeep_4,2030,9884
NEG,wnd_Ndeep_4,2035,9884
NEG,wnd_Ndeep_4,2040,9884
NEG,wnd_Ndeep_4,2045,9884
NEG,wnd_Ndeep_4,2050,9884
NEG,wnd_Ndeep_4,2075,9884
NEG,wnd_Ndeep_5,2010,9884
NEG,wnd_Ndeep_5,2015,9884
NEG,wnd_Ndeep_5,2020,9884
NEG,wnd_Ndeep_5,2025,9884
NEG,wnd_Ndeep_5,2030,9884
NEG,wnd_Ndeep_5,2035,9884
NEG,wnd_Ndeep_5,2040,9884
NEG,wnd_Ndeep_5,2045,9884
NEG,wnd_Ndeep_5,2050,9884
NEG,wnd_Ndeep_5,2075,9884
NEG,wnd_Ndeep_6,2010,9884
NEG,wnd_Ndeep_6,2015,9884
NEG,wnd_Ndeep_6,2020,9884
NEG,wnd_Ndeep_6,2025,9884
NEG,wnd_Ndeep_6,2030,9884
NEG,wnd_Ndeep_6,2035,9884
NEG,wnd_Ndeep_6,2040,9884
NEG,wnd_Ndeep_6,2045,9884
NEG,wnd_Ndeep_6,2050,9884
NEG,wnd_Ndeep_6,2075,9884
NEG,wnd_Ndeep_7,2010,9884
NEG,wnd_Ndeep_7,2015,9884
NEG,wnd_Ndeep_7,2020,9884
NEG,wnd_Ndeep_7,2025,9884
NEG,wnd_Ndeep_7,2030,9884
NEG,wnd_Ndeep_7,2035,9884
NEG,wnd_Ndeep_7,2040,9884
NEG,wnd_Ndeep_7,2045,9884
NEG,wnd_Ndeep_7,2050,9884
NEG,wnd_Ndeep_7,2075,9884
NY,col_N,2010,8700
NY,col_N,2015,8700
NY,col_N,2020,8373.687963
NY,col_N,2025,8047.375927
NY,col_N,2030,7721.06389
NY,col_N,2035,7394.751854
NY,col_N,2040,7394.751854
NY,col_N,2045,7394.751854
NY,col_N,2050,7394.751854
NY,col_N,2075,7394.751854
NY,col_Nccs,2010,12000
NY,col_Nccs,2015,12000
NY,col_Nccs,2020,11311.56665
NY,col_Nccs,2025,10623.13329
NY,col_Nccs,2030,9934.699935
NY,col_Nccs,2035,9246.26658
NY,col_Nccs,2040,9246.26658
NY,col_Nccs,2045,9246.26658
NY,col_Nccs,2050,9246.26658
NY,col_Nccs,2075,9246.26658
NY,ngcc_N,2010,6430
NY,ngcc_N,2015,6430
NY,ngcc_N,2020,6330.245483
NY,ngcc_N,2025,6230.490966
NY,ngcc_N,2030,6130.736448
NY,ngcc_N,2035,6030.981931
NY,ngcc_N,2040,6030.981931
NY,ngcc_N,2045,6030.981931
NY,ngcc_N,2050,6030.981931
NY,ngcc_N,2075,6030.981931
NY,ngcc_Nccs,2010,7525
NY,ngcc_Nccs,2015,7525
NY,ngcc_Nccs,2020,7280.36979
NY,ngcc_Nccs,2025,7035.73958
NY,ngcc_Nccs,2030,6791.10937
NY,ngcc_Nccs,2035,6546.479159
NY,ngcc_Nccs,2040,6546.479159
NY,ngcc_Nccs,2045,6546.479159
NY,ngcc_Nccs,2050,6546.479159
NY,ngcc_Nccs,2075,6546.479159
NY,ngtb_N,2010,9750
NY,ngtb_N,2015,9750
NY,ngtb_N,2020,9556.081117
NY,ngtb_N,2025,9362.162235
NY,ngtb_N,2030,9168.243352
NY,ngtb_N,2035,8974.32447
NY,ngtb_N,2040,8974.32447
NY,ngtb_N,2045,8974.32447
NY,ngtb_N,2050,8974.32447
NY,ngtb_N,2075,8974.32447
NY,nuc_N,2010,10488
NY,nuc_N,2015,10488
NY,nuc_N,2020,10488
NY,nuc_N,2025,10488
NY,nuc_N,2030,10488
NY,nuc_N,2035,10488
NY,nuc_N,2040,10488
NY,nuc_N,2045,10488
NY,nuc_N,2050,10488
NY,nuc_N,2075,10488
NY,bio_N,2010,13500
NY,bio_N,2015,13500
NY,bio_N,2020,12897.92085
NY,bio_N,2025,12295.84171
NY,bio_N,2030,11693.76256
NY,bio_N,2035,11091.68342
NY,bio_N,2040,11091.68342
NY,bio_N,2045,11091.68342
NY,bio_N,2050,11091.68342
NY,bio_N,2075,11091.68342
NY,lfg_N_hi,2010,18000
NY,lfg_N_hi,2015,18000
NY,lfg_N_hi,2020,18000
NY,lfg_N_hi,2025,18000
NY,lfg_N_hi,2030,18000
NY,lfg_N_hi,2035,18000
NY,lfg_N_hi,2040,18000
NY,lfg_N_hi,2045,18000
NY,lfg_N_hi,2050,18000
NY,lfg_N_hi,2075,18000
NY,lfg_N_lo,2010,18000
NY,lfg_N_lo,2015,18000
NY,lfg_N_lo,2020,18000
NY,lfg_N_lo,2025,18000
NY,lfg_N_lo,2030,18000
NY,lfg_N_lo,2035,18000
NY,lfg_N_lo,2040,18000
NY,lfg_N_lo,2045,18000
NY,lfg_N_lo,2050,18000
NY,lfg_N_lo,2075,18000
NY,lfg_N_vl,2010,18000
NY,lfg_N_vl,2015,18000
NY,lfg_N_vl,2020,18000
NY,lfg_N_vl,2025,18000
NY,lfg_N_vl,2030,18000
NY,lfg_N_vl,2035,18000
NY,lfg_N_vl,2040,18000
NY,lfg_N_vl,2045,18000
NY,lfg_N_vl,2050,18000
NY,lfg_N_vl,2075,18000
NY,fc_N,2010,9500
NY,fc_N,2015,9500
NY,fc_N,2020,9209.489281
NY,fc_N,2025,8918.978562
NY,fc_N,2030,8628.467844
NY,fc_N,2035,8337.957125
NY,fc_N,2040,8337.957125
NY,fc_N,2045,8337.957125
NY,fc_N,2050,8337.957125
NY,fc_N,2075,8337.957125
NY,geo_N_1,2010,32969
NY,geo_N_1,2015,32969
NY,geo_N_1,2020,32969
NY,geo_N_1,2025,32969
NY,geo_N_1,2030,32969
NY,geo_N_1,2035,32969
NY,geo_N_1,2040,32969
NY,geo_N_1,2045,32969
NY,geo_N_1,2050,32969
NY,geo_N_1,2075,32969
NY,geo_N_2,2010,32969
NY,geo_N_2,2015,32969
NY,geo_N_2,2020,32969
NY,geo_N_2,2025,32969
NY,geo_N_2,2030,32969
NY,geo_N_2,2035,32969
NY,geo_N_2,2040,32969
NY,geo_N_2,2045,32969
NY,geo_N_2,2050,32969
NY,geo_N_2,2075,32969
NY,geo_N_3,2010,32969
NY,geo_N_3,2015,32969
NY,geo_N_3,2020,32969
NY,geo_N_3,2025,32969
NY,geo_N_3,2030,32969
NY,geo_N_3,2035,32969
NY,geo_N_3,2040,32969
NY,geo_N_3,2045,32969
NY,geo_N_3,2050,32969
NY,geo_N_3,2075,32969
NY,geo_N_4,2010,32969
NY,geo_N_4,2015,32969
NY,geo_N_4,2020,32969
NY,geo_N_4,2025,32969
NY,geo_N_4,2030,32969
NY,geo_N_4,2035,32969
NY,geo_N_4,2040,32969
NY,geo_N_4,2045,32969
NY,geo_N_4,2050,32969
NY,geo_N_4,2075,32969
NY,geo_N_5,2010,32969
NY,geo_N_5,2015,32969
NY,geo_N_5,2020,32969
NY,geo_N_5,2025,32969
NY,geo_N_5,2030,32969
NY,geo_N_5,2035,32969
NY,geo_N_5,2040,32969
NY,geo_N_5,2045,32969
NY,geo_N_5,2050,32969
NY,geo_N_5,2075,32969
NY,geo_N_6,2010,32969
NY,geo_N_6,2015,32969
NY,geo_N_6,2020,32969
NY,geo_N_6,2025,32969
NY,geo_N_6,2030,32969
NY,geo_N_6,2035,32969
NY,geo_N_6,2040,32969
NY,geo_N_6,2045,32969
NY,geo_N_6,2050,32969
NY,geo_N_6,2075,32969
NY,geo_N_7,2010,32969
NY,geo_N_7,2015,32969
NY,geo_N_7,2020,32969
NY,geo_N_7,2025,32969
NY,geo_N_7,2030,32969
NY,geo_N_7,2035,32969
NY,geo_N_7,2040,32969
NY,geo_N_7,2045,32969
NY,geo_N_7,2050,32969
NY,geo_N_7,2075,32969
NY,geo_N_8,2010,32969
NY,geo_N_8,2015,32969
NY,geo_N_8,2020,32969
NY,geo_N_8,2025,32969
NY,geo_N_8,2030,32969
NY,geo_N_8,2035,32969
NY,geo_N_8,2040,32969
NY,geo_N_8,2045,32969
NY,geo_N_8,2050,32969
NY,geo_N_8,2075,32969
NY,geo_N_9,2010,32969
NY,geo_N_9,2015,32969
NY,geo_N_9,2020,32969
NY,geo_N_9,2025,32969
NY,geo_N_9,2030,32969
NY,geo_N_9,2035,32969
NY,geo_N_9,2040,32969
NY,geo_N_9,2045,32969
NY,geo_N_9,2050,32969
NY,geo_N_9,2075,32969
NY,geo_N_10,2010,32969
NY,geo_N_10,2015,32969
NY,geo_N_10,2020,32969
NY,geo_N_10,2025,32969
NY,geo_N_10,2030,32969
NY,geo_N_10,2035,32969
NY,geo_N_10,2040,32969
NY,geo_N_10,2045,32969
NY,geo_N_10,2050,32969
NY,geo_N_10,2075,32969
NY,slrPV_N,2010,9884
NY,slrPV_N,2015,9884
NY,slrPV_N,2020,9884
NY,slrPV_N,2025,9884
NY,slrPV_N,2030,9884
NY,slrPV_N,2035,9884
NY,slrPV_N,2040,9884
NY,slrPV_N,2045,9884
NY,slrPV_N,2050,9884
NY,slrPV_N,2075,9884
NY,slrCSP_N,2010,9884
NY,slrCSP_N,2015,9884
NY,slrCSP_N,2020,9884
NY,slrCSP_N,2025,9884
NY,slrCSP_N,2030,9884
NY,slrCSP_N,2035,9884
NY,slrCSP_N,2040,9884
NY,slrCSP_N,2045,9884
NY,slrCSP_N,2050,9884
NY,slrCSP_N,2075,9884
NY,wnd_Nonsh_3,2010,9884
NY,wnd_Nonsh_3,2015,9884
NY,wnd_Nonsh_3,2020,9884
NY,wnd_Nonsh_3,2025,9884
NY,wnd_Nonsh_3,2030,9884
NY,wnd_Nonsh_3,2035,9884
NY,wnd_Nonsh_3,2040,9884
NY,wnd_Nonsh_3,2045,9884
NY,wnd_Nonsh_3,2050,9884
NY,wnd_Nonsh_3,2075,9884
NY,wnd_Nonsh_4,2010,9884
NY,wnd_Nonsh_4,2015,9884
NY,wnd_Nonsh_4,2020,9884
NY,wnd_Nonsh_4,2025,9884
NY,wnd_Nonsh_4,2030,9884
NY,wnd_Nonsh_4,2035,9884
NY,wnd_Nonsh_4,2040,9884
NY,wnd_Nonsh_4,2045,9884
NY,wnd_Nonsh_4,2050,9884
NY,wnd_Nonsh_4,2075,9884
NY,wnd_Nonsh_5,2010,9884
NY,wnd_Nonsh_5,2015,9884
NY,wnd_Nonsh_5,2020,9884
NY,wnd_Nonsh_5,2025,9884
NY,wnd_Nonsh_5,2030,9884
NY,wnd_Nonsh_5,2035,9884
NY,wnd_Nonsh_5,2040,9884
NY,wnd_Nonsh_5,2045,9884
NY,wnd_Nonsh_5,2050,9884
NY,wnd_Nonsh_5,2075,9884
NY,wnd_Nonsh_6,2010,9884
NY,wnd_Nonsh_6,2015,9884
NY,wnd_Nonsh_6,2020,9884
NY,wnd_Nonsh_6,2025,9884
NY,wnd_Nonsh_6,2030,9884
NY,wnd_Nonsh_6,2035,9884
NY,wnd_Nonsh_6,2040,9884
NY,wnd_Nonsh_6,2045,9884
NY,wnd_Nonsh_6,2050,9884
NY,wnd_Nonsh_6,2075,9884
NY,wnd_Nonsh_7,2010,9884
NY,wnd_Nonsh_7,2015,9884
NY,wnd_Nonsh_7,2020,9884
NY,wnd_Nonsh_7,2025,9884
NY,wnd_Nonsh_7,2030,9884
NY,wnd_Nonsh_7,2035,9884
NY,wnd_Nonsh_7,2040,9884
NY,wnd_Nonsh_7,2045,9884
NY,wnd_Nonsh_7,2050,9884
NY,wnd_Nonsh_7,2075,9884
NY,wnd_Nshal_3,2010,9884
NY,wnd_Nshal_3,2015,9884
NY,wnd_Nshal_3,2020,9884
NY,wnd_Nshal_3,2025,9884
NY,wnd_Nshal_3,2030,9884
NY,wnd_Nshal_3,2035,9884
NY,wnd_Nshal_3,2040,9884
NY,wnd_Nshal_3,2045,9884
NY,wnd_Nshal_3,2050,9884
NY,wnd_Nshal_3,2075,9884
NY,wnd_Nshal_4,2010,9884
NY,wnd_Nshal_4,2015,9884
NY,wnd_Nshal_4,2020,9884
NY,wnd_Nshal_4,2025,9884
NY,wnd_Nshal_4,2030,9884
NY,wnd_Nshal_4,2035,9884
NY,wnd_Nshal_4,2040,9884
NY,wnd_Nshal_4,2045,9884
NY,wnd_Nshal_4,2050,9884
NY,wnd_Nshal_4,2075,9884
NY,wnd_Nshal_5,2010,9884
NY,wnd_Nshal_5,2015,9884
NY,wnd_Nshal_5,2020,9884
NY,wnd_Nshal_5,2025,9884
NY,wnd_Nshal_5,2030,9884
NY,wnd_Nshal_5,2035,9884
NY,wnd_Nshal_5,2040,9884
NY,wnd_Nshal_5,2045,9884
NY,wnd_Nshal_5,2050,9884
NY,wnd_Nshal_5,2075,9884
NY,wnd_Nshal_6,2010,9884
NY,wnd_Nshal_6,2015,9884
NY,wnd_Nshal_6,2020,9884
NY,wnd_Nshal_6,2025,9884
NY,wnd_Nshal_6,2030,9884
NY,wnd_Nshal_6,2035,9884
NY,wnd_Nshal_6,2040,9884
NY,wnd_Nshal_6,2045,9884
NY,wnd_Nshal_6,2050,9884
NY,wnd_Nshal_6,2075,9884
NY,wnd_Nshal_7,2010,9884
NY,wnd_Nshal_7,2015,9884
NY,wnd_Nshal_7,2020,9884
NY,wnd_Nshal_7,2025,9884
NY,wnd_Nshal_7,2030,9884
NY,wnd_Nshal_7,2035,9884
NY,wnd_Nshal_7,2040,9884
NY,wnd_Nshal_7,2045,9884
NY,wnd_Nshal_7,2050,9884
NY,wnd_Nshal_7,2075,9884
NY,wnd_Ndeep_3,2010,9884
NY,wnd_Ndeep_3,2015,9884
NY,wnd_Ndeep_3,2020,9884
NY,wnd_Ndeep_3,2025,9884
NY,wnd_Ndeep_3,2030,9884
NY,wnd_Ndeep_3,2035,9884
NY,wnd_Ndeep_3,2040,9884
NY,wnd_Ndeep_3,2045,9884
NY,wnd_Ndeep_3,2050,9884
NY,wnd_Ndeep_3,2075,9884
NY,wnd_Ndeep_4,2010,9884
NY,wnd_Ndeep_4,2015,9884
NY,wnd_Ndeep_4,2020,9884
NY,wnd_Ndeep_4,2025,9884
NY,wnd_Ndeep_4,2030,9884
NY,wnd_Ndeep_4,2035,9884
NY,wnd_Ndeep_4,2040,9884
NY,wnd_Ndeep_4,2045,9884
NY,wnd_Ndeep_4,2050,9884
NY,wnd_Ndeep_4,2075,9884
NY,wnd_Ndeep_5,2010,9884
NY,wnd_Ndeep_5,2015,9884
NY,wnd_Ndeep_5,2020,9884
NY,wnd_Ndeep_5,2025,9884
NY,wnd_Ndeep_5,2030,9884
NY,wnd_Ndeep_5,2035,9884
NY,wnd_Ndeep_5,2040,9884
NY,wnd_Ndeep_5,2045,9884
NY,wnd_Ndeep_5,2050,9884
NY,wnd_Ndeep_5,2075,9884
NY,wnd_Ndeep_6,2010,9884
NY,wnd_Ndeep_6,2015,9884
NY,wnd_Ndeep_6,2020,9884
