region,plant_type,load_segment,Value
NEG,ngcc_X3,sum_mrnevn,0.88
NEG,ngcc_X3,sum_night,0.88
NEG,ngcc_X3,sprfl_day,0.822
NEG,ngcc_X3,sprfl_mrnevn,0.822
NEG,ngcc_X3,sprfl_night,0.822
NEG,ngcc_X3,wntr_day,0.822
NEG,ngcc_X3,wntr_mrnevn,0.822
NEG,ngcc_X3,wntr_night,0.822
NEG,ngcc_X3,peak,0.88
NEG,ngtb_X1,sum_day,0.91504413
NEG,ngtb_X1,sum_mrnevn,0.91504413
NEG,ngtb_X1,sum_night,0.91504413
NEG,ngtb_X1,sprfl_day,0.894154588
NEG,ngtb_X1,sprfl_mrnevn,0.894154588
NEG,ngtb_X1,sprfl_night,0.894154588
NEG,ngtb_X1,wntr_day,0.894154588
NEG,ngtb_X1,wntr_mrnevn,0.894154588
NEG,ngtb_X1,wntr_night,0.894154588
NEG,ngtb_X1,peak,0.91504413
NEG,ngtb_X2,sum_day,0.915531406
NEG,ngtb_X2,sum_mrnevn,0.915531406
NEG,ngtb_X2,sum_night,0.915531406
NEG,ngtb_X2,sprfl_day,0.893337078
NEG,ngtb_X2,sprfl_mrnevn,0.893337078
NEG,ngtb_X2,sprfl_night,0.893337078
NEG,ngtb_X2,wntr_day,0.893337078
NEG,ngtb_X2,wntr_mrnevn,0.893337078
NEG,ngtb_X2,wntr_night,0.893337078
NEG,ngtb_X2,peak,0.915531406
NEG,ngtb_X3,sum_day,0.904
NEG,ngtb_X3,sum_mrnevn,0.904
NEG,ngtb_X3,sum_night,0.904
NEG,ngtb_X3,sprfl_day,0.884
NEG,ngtb_X3,sprfl_mrnevn,0.884
NEG,ngtb_X3,sprfl_night,0.884
NEG,ngtb_X3,wntr_day,0.884
NEG,ngtb_X3,wntr_mrnevn,0.884
NEG,ngtb_X3,wntr_night,0.884
NEG,ngtb_X3,peak,0.904
NEG,stog_X1,sum_day,0.879148838
NEG,stog_X1,sum_mrnevn,0.879148838
NEG,stog_X1,sum_night,0.879148838
NEG,stog_X1,sprfl_day,0.813683523
NEG,stog_X1,sprfl_mrnevn,0.813683523
NEG,stog_X1,sprfl_night,0.813683523
NEG,stog_X1,wntr_day,0.813683523
NEG,stog_X1,wntr_mrnevn,0.813683523
NEG,stog_X1,wntr_night,0.813683523
NEG,stog_X1,peak,0.879148838
NEG,stog_X2,sum_day,0.878408445
NEG,stog_X2,sum_mrnevn,0.878408445
NEG,stog_X2,sum_night,0.878408445
NEG,stog_X2,sprfl_day,0.811538363
NEG,stog_X2,sprfl_mrnevn,0.811538363
NEG,stog_X2,sprfl_night,0.811538363
NEG,stog_X2,wntr_day,0.811538363
NEG,stog_X2,wntr_mrnevn,0.811538363
NEG,stog_X2,wntr_night,0.811538363
NEG,stog_X2,peak,0.878408445
NEG,stog_X3,sum_day,0.883362283
NEG,stog_X3,sum_mrnevn,0.883362283
NEG,stog_X3,sum_night,0.883362283
NEG,stog_X3,sprfl_day,0.822429784
NEG,stog_X3,sprfl_mrnevn,0.822429784
NEG,stog_X3,sprfl_night,0.822429784
NEG,stog_X3,wntr_day,0.822429784
NEG,stog_X3,wntr_mrnevn,0.822429784
NEG,stog_X3,wntr_night,0.822429784
NEG,stog_X3,peak,0.883362283
NEG,nuc_X,sum_day,0.946617123
NEG,nuc_X,sum_mrnevn,0.946617123
NEG,nuc_X,sum_night,0.946617123
NEG,nuc_X,sprfl_day,0.881113213
NEG,nuc_X,sprfl_mrnevn,0.881113213
NEG,nuc_X,sprfl_night,0.881113213
NEG,nuc_X,wntr_day,0.881113213
NEG,nuc_X,wntr_mrnevn,0.881113213
NEG,nuc_X,wntr_night,0.881113213
NEG,nuc_X,peak,0.946617123
NEG,hyd_X,sum_day,0.411
NEG,hyd_X,sum_mrnevn,0.411
NEG,hyd_X,sum_night,0.411
NEG,hyd_X,sprfl_day,0.449
NEG,hyd_X,sprfl_mrnevn,0.449
NEG,hyd_X,sprfl_night,0.449
NEG,hyd_X,wntr_day,0.449
NEG,hyd_X,wntr_mrnevn,0.449
NEG,hyd_X,wntr_night,0.449
NEG,hyd_X,peak,0.411
NEG,bio_X,sum_day,0.83
NEG,bio_X,sum_mrnevn,0.83
NEG,bio_X,sum_night,0.83
NEG,bio_X,sprfl_day,0.83
NEG,bio_X,sprfl_mrnevn,0.83
NEG,bio_X,sprfl_night,0.83
NEG,bio_X,wntr_day,0.83
NEG,bio_X,wntr_mrnevn,0.83
NEG,bio_X,wntr_night,0.83
NEG,bio_X,peak,0.83
NEG,lfg_X,sum_day,0.9
NEG,lfg_X,sum_mrnevn,0.9
NEG,lfg_X,sum_night,0.9
NEG,lfg_X,sprfl_day,0.9
NEG,lfg_X,sprfl_mrnevn,0.9
NEG,lfg_X,sprfl_night,0.9
NEG,lfg_X,wntr_day,0.9
NEG,lfg_X,wntr_mrnevn,0.9
NEG,lfg_X,wntr_night,0.9
NEG,lfg_X,peak,0.9
NEG,msw_X,sum_day,0.9
NEG,msw_X,sum_mrnevn,0.9
NEG,msw_X,sum_night,0.9
NEG,msw_X,sprfl_day,0.9
NEG,msw_X,sprfl_mrnevn,0.9
NEG,msw_X,sprfl_night,0.9
NEG,msw_X,wntr_day,0.9
NEG,msw_X,wntr_mrnevn,0.9
NEG,msw_X,wntr_night,0.9
NEG,msw_X,peak,0.9
NEG,wnd_X,sum_day,0.233065623
NEG,wnd_X,sum_mrnevn,0.269879545
NEG,wnd_X,sum_night,0.292058737
NEG,wnd_X,sprfl_day,0.269879545
NEG,wnd_X,sprfl_mrnevn,0.306904343
NEG,wnd_X,sprfl_night,0.336452807
NEG,wnd_X,wntr_day,0.269879545
NEG,wnd_X,wntr_mrnevn,0.306904343
NEG,wnd_X,wntr_night,0.336452807
NEG,wnd_X,peak,0.233065623
NEG,oth_X,sum_day,0.9
NEG,oth_X,sum_mrnevn,0.9
NEG,oth_X,sum_night,0.9
NEG,oth_X,sprfl_day,0.9
NEG,oth_X,sprfl_mrnevn,0.9
NEG,oth_X,sprfl_night,0.9
NEG,oth_X,wntr_day,0.9
NEG,oth_X,wntr_mrnevn,0.9
NEG,oth_X,wntr_night,0.9
NEG,oth_X,peak,0.9
NEG,ps_X,sum_day,0.927
NEG,ps_X,sum_mrnevn,0.927
NEG,ps_X,sum_night,0.927
NEG,ps_X,sprfl_day,0.875
NEG,ps_X,sprfl_mrnevn,0.875
NEG,ps_X,sprfl_night,0.875
NEG,ps_X,wntr_day,0.875
NEG,ps_X,wntr_mrnevn,0.875
NEG,ps_X,wntr_night,0.875
NEG,ps_X,peak,0.927
NEG,col_N,sum_day,0.85
NEG,col_N,sum_mrnevn,0.85
NEG,col_N,sum_night,0.85
NEG,col_N,sprfl_day,0.85
NEG,col_N,sprfl_mrnevn,0.85
NEG,col_N,sprfl_night,0.85
NEG,col_N,wntr_day,0.85
NEG,col_N,wntr_mrnevn,0.85
NEG,col_N,wntr_night,0.85
NEG,col_N,peak,0.85
NEG,col_Nccs,sum_day,0.85
NEG,col_Nccs,sum_mrnevn,0.85
NEG,col_Nccs,sum_night,0.85
NEG,col_Nccs,sprfl_day,0.85
NEG,col_Nccs,sprfl_mrnevn,0.85
NEG,col_Nccs,sprfl_night,0.85
NEG,col_Nccs,wntr_day,0.85
NEG,col_Nccs,wntr_mrnevn,0.85
NEG,col_Nccs,wntr_night,0.85
NEG,col_Nccs,peak,0.85
NEG,ngcc_N,sum_day,0.87
NEG,ngcc_N,sum_mrnevn,0.87
NEG,ngcc_N,sum_night,0.87
NEG,ngcc_N,sprfl_day,0.87
NEG,ngcc_N,sprfl_mrnevn,0.87
NEG,ngcc_N,sprfl_night,0.87
NEG,ngcc_N,wntr_day,0.87
NEG,ngcc_N,wntr_mrnevn,0.87
NEG,ngcc_N,wntr_night,0.87
NEG,ngcc_N,peak,0.87
NEG,ngcc_Nccs,sum_day,0.87
NEG,ngcc_Nccs,sum_mrnevn,0.87
NEG,ngcc_Nccs,sum_night,0.87
NEG,ngcc_Nccs,sprfl_day,0.87
NEG,ngcc_Nccs,sprfl_mrnevn,0.87
NEG,ngcc_Nccs,sprfl_night,0.87
NEG,ngcc_Nccs,wntr_day,0.87
NEG,ngcc_Nccs,wntr_mrnevn,0.87
NEG,ngcc_Nccs,wntr_night,0.87
NEG,ngcc_Nccs,peak,0.87
NEG,ngtb_N,sum_day,0.92
NEG,ngtb_N,sum_mrnevn,0.92
NEG,ngtb_N,sum_night,0.92
NEG,ngtb_N,sprfl_day,0.92
NEG,ngtb_N,sprfl_mrnevn,0.92
NEG,ngtb_N,sprfl_night,0.92
NEG,ngtb_N,wntr_day,0.92
NEG,ngtb_N,wntr_mrnevn,0.92
NEG,ngtb_N,wntr_night,0.92
NEG,ngtb_N,peak,0.92
NEG,nuc_N,sum_day,0.9
NEG,nuc_N,sum_mrnevn,0.9
NEG,nuc_N,sum_night,0.9
NEG,nuc_N,sprfl_day,0.9
NEG,nuc_N,sprfl_mrnevn,0.9
NEG,nuc_N,sprfl_night,0.9
NEG,nuc_N,wntr_day,0.9
NEG,nuc_N,wntr_mrnevn,0.9
NEG,nuc_N,wntr_night,0.9
NEG,nuc_N,peak,0.9
NEG,bio_N,sum_day,0.83
NEG,bio_N,sum_mrnevn,0.83
NEG,bio_N,sum_night,0.83
NEG,bio_N,sprfl_day,0.83
NEG,bio_N,sprfl_mrnevn,0.83
NEG,bio_N,sprfl_night,0.83
NEG,bio_N,wntr_day,0.83
NEG,bio_N,wntr_mrnevn,0.83
NEG,bio_N,wntr_night,0.83
NEG,bio_N,peak,0.83
NEG,lfg_N_hi,sum_day,0.9
NEG,lfg_N_hi,sum_mrnevn,0.9
NEG,lfg_N_hi,sum_night,0.9
NEG,lfg_N_hi,sprfl_day,0.9
NEG,lfg_N_hi,sprfl_mrnevn,0.9
NEG,lfg_N_hi,sprfl_night,0.9
NEG,lfg_N_hi,wntr_day,0.9
NEG,lfg_N_hi,wntr_mrnevn,0.9
NEG,lfg_N_hi,wntr_night,0.9
NEG,lfg_N_hi,peak,0.9
NEG,lfg_N_lo,sum_day,0.9
NEG,lfg_N_lo,sum_mrnevn,0.9
NEG,lfg_N_lo,sum_night,0.9
NEG,lfg_N_lo,sprfl_day,0.9
NEG,lfg_N_lo,sprfl_mrnevn,0.9
NEG,lfg_N_lo,sprfl_night,0.9
NEG,lfg_N_lo,wntr_day,0.9
NEG,lfg_N_lo,wntr_mrnevn,0.9
NEG,lfg_N_lo,wntr_night,0.9
NEG,lfg_N_lo,peak,0.9
NEG,lfg_N_vl,sum_day,0.9
NEG,lfg_N_vl,sum_mrnevn,0.9
NEG,lfg_N_vl,sum_night,0.9
NEG,lfg_N_vl,sprfl_day,0.9
NEG,lfg_N_vl,sprfl_mrnevn,0.9
NEG,lfg_N_vl,sprfl_night,0.9
NEG,lfg_N_vl,wntr_day,0.9
NEG,lfg_N_vl,wntr_mrnevn,0.9
NEG,lfg_N_vl,wntr_night,0.9
NEG,lfg_N_vl,peak,0.9
NEG,fc_N,sum_day,0.9
NEG,fc_N,sum_mrnevn,0.9
NEG,fc_N,sum_night,0.9
NEG,fc_N,sprfl_day,0.9
NEG,fc_N,sprfl_mrnevn,0.9
NEG,fc_N,sprfl_night,0.9
NEG,fc_N,wntr_day,0.9
NEG,fc_N,wntr_mrnevn,0.9
NEG,fc_N,wntr_night,0.9
NEG,fc_N,peak,0.9
NEG,geo_N_1,sum_day,0.87
NEG,geo_N_1,sum_mrnevn,0.87
NEG,geo_N_1,sum_night,0.87
NEG,geo_N_1,sprfl_day,0.87
NEG,geo_N_1,sprfl_mrnevn,0.87
NEG,geo_N_1,sprfl_night,0.87
NEG,geo_N_1,wntr_day,0.87
NEG,geo_N_1,wntr_mrnevn,0.87
NEG,geo_N_1,wntr_night,0.87
NEG,geo_N_1,peak,0.87
NEG,geo_N_2,sum_day,0.87
NEG,geo_N_2,sum_mrnevn,0.87
NEG,geo_N_2,sum_night,0.87
NEG,geo_N_2,sprfl_day,0.87
NEG,geo_N_2,sprfl_mrnevn,0.87
NEG,geo_N_2,sprfl_night,0.87
NEG,geo_N_2,wntr_day,0.87
NEG,geo_N_2,wntr_mrnevn,0.87
NEG,geo_N_2,wntr_night,0.87
NEG,geo_N_2,peak,0.87
NEG,geo_N_3,sum_day,0.87
NEG,geo_N_3,sum_mrnevn,0.87
NEG,geo_N_3,sum_night,0.87
NEG,geo_N_3,sprfl_day,0.87
NEG,geo_N_3,sprfl_mrnevn,0.87
NEG,geo_N_3,sprfl_night,0.87
NEG,geo_N_3,wntr_day,0.87
NEG,geo_N_3,wntr_mrnevn,0.87
NEG,geo_N_3,wntr_night,0.87
NEG,geo_N_3,peak,0.87
NEG,geo_N_4,sum_day,0.87
NEG,geo_N_4,sum_mrnevn,0.87
NEG,geo_N_4,sum_night,0.87
NEG,geo_N_4,sprfl_day,0.87
NEG,geo_N_4,sprfl_mrnevn,0.87
NEG,geo_N_4,sprfl_night,0.87
NEG,geo_N_4,wntr_day,0.87
NEG,geo_N_4,wntr_mrnevn,0.87
NEG,geo_N_4,wntr_night,0.87
NEG,geo_N_4,peak,0.87
NEG,geo_N_5,sum_day,0.87
NEG,geo_N_5,sum_mrnevn,0.87
NEG,geo_N_5,sum_night,0.87
NEG,geo_N_5,sprfl_day,0.87
NEG,geo_N_5,sprfl_mrnevn,0.87
NEG,geo_N_5,sprfl_night,0.87
NEG,geo_N_5,wntr_day,0.87
NEG,geo_N_5,wntr_mrnevn,0.87
NEG,geo_N_5,wntr_night,0.87
NEG,geo_N_5,peak,0.87
NEG,geo_N_6,sum_day,0.87
NEG,geo_N_6,sum_mrnevn,0.87
NEG,geo_N_6,sum_night,0.87
NEG,geo_N_6,sprfl_day,0.87
NEG,geo_N_6,sprfl_mrnevn,0.87
NEG,geo_N_6,sprfl_night,0.87
NEG,geo_N_6,wntr_day,0.87
NEG,geo_N_6,wntr_mrnevn,0.87
NEG,geo_N_6,wntr_night,0.87
NEG,geo_N_6,peak,0.87
NEG,geo_N_7,sum_day,0.87
NEG,geo_N_7,sum_mrnevn,0.87
NEG,geo_N_7,sum_night,0.87
NEG,geo_N_7,sprfl_day,0.87
NEG,geo_N_7,sprfl_mrnevn,0.87
NEG,geo_N_7,sprfl_night,0.87
NEG,geo_N_7,wntr_day,0.87
NEG,geo_N_7,wntr_mrnevn,0.87
NEG,geo_N_7,wntr_night,0.87
NEG,geo_N_7,peak,0.87
NEG,geo_N_8,sum_day,0.87
NEG,geo_N_8,sum_mrnevn,0.87
NEG,geo_N_8,sum_night,0.87
NEG,geo_N_8,sprfl_day,0.87
NEG,geo_N_8,sprfl_mrnevn,0.87
NEG,geo_N_8,sprfl_night,0.87
NEG,geo_N_8,wntr_day,0.87
NEG,geo_N_8,wntr_mrnevn,0.87
NEG,geo_N_8,wntr_night,0.87
NEG,geo_N_8,peak,0.87
NEG,geo_N_9,sum_day,0.87
NEG,geo_N_9,sum_mrnevn,0.87
NEG,geo_N_9,sum_night,0.87
NEG,geo_N_9,sprfl_day,0.87
NEG,geo_N_9,sprfl_mrnevn,0.87
NEG,geo_N_9,sprfl_night,0.87
NEG,geo_N_9,wntr_day,0.87
NEG,geo_N_9,wntr_mrnevn,0.87
NEG,geo_N_9,wntr_night,0.87
NEG,geo_N_9,peak,0.87
NEG,geo_N_10,sum_day,0.87
NEG,geo_N_10,sum_mrnevn,0.87
NEG,geo_N_10,sum_night,0.87
NEG,geo_N_10,sprfl_day,0.87
NEG,geo_N_10,sprfl_mrnevn,0.87
NEG,geo_N_10,sprfl_night,0.87
NEG,geo_N_10,wntr_day,0.87
NEG,geo_N_10,wntr_mrnevn,0.87
NEG,geo_N_10,wntr_night,0.87
NEG,geo_N_10,peak,0.87
NEG,slrPV_N,sum_day,0.479285714
NEG,slrPV_N,sum_mrnevn,0.010214286
NEG,slrPV_N,sprfl_day,0.5016
NEG,slrPV_N,sprfl_mrnevn,0.152829091
NEG,slrPV_N,wntr_day,0.5016
NEG,slrPV_N,wntr_mrnevn,0.152829091
NEG,slrPV_N,peak,0.479285714
NEG,wnd_Nonsh_3,sum_day,0.262454165
NEG,wnd_Nonsh_3,sum_mrnevn,0.255492689
NEG,wnd_Nonsh_3,sum_night,0.257067153
NEG,wnd_Nonsh_3,sprfl_day,0.162545594
NEG,wnd_Nonsh_3,sprfl_mrnevn,0.180152599
NEG,wnd_Nonsh_3,sprfl_night,0.189078903
NEG,wnd_Nonsh_3,wntr_day,0.162545594
NEG,wnd_Nonsh_3,wntr_mrnevn,0.180152599
NEG,wnd_Nonsh_3,wntr_night,0.189078903
NEG,wnd_Nonsh_3,peak,0.262454165
NEG,wnd_Nonsh_4,sum_day,0.224599306
NEG,wnd_Nonsh_4,sum_mrnevn,0.234628264
NEG,wnd_Nonsh_4,sum_night,0.258455709
NEG,wnd_Nonsh_4,sprfl_day,0.191721902
NEG,wnd_Nonsh_4,sprfl_mrnevn,0.217260669
NEG,wnd_Nonsh_4,sprfl_night,0.236883815
NEG,wnd_Nonsh_4,wntr_day,0.191721902
NEG,wnd_Nonsh_4,wntr_mrnevn,0.217260669
NEG,wnd_Nonsh_4,wntr_night,0.236883815
NEG,wnd_Nonsh_4,peak,0.224599306
NEG,wnd_Nonsh_5,sum_day,0.233065623
NEG,wnd_Nonsh_5,sum_mrnevn,0.269879545
NEG,wnd_Nonsh_5,sum_night,0.292058737
NEG,wnd_Nonsh_5,sprfl_day,0.269879545
NEG,wnd_Nonsh_5,sprfl_mrnevn,0.306904343
NEG,wnd_Nonsh_5,sprfl_night,0.336452807
NEG,wnd_Nonsh_5,wntr_day,0.269879545
NEG,wnd_Nonsh_5,wntr_mrnevn,0.306904343
NEG,wnd_Nonsh_5,wntr_night,0.336452807
NEG,wnd_Nonsh_5,peak,0.233065623
NEG,wnd_Nonsh_6,sum_day,0.312746037
NEG,wnd_Nonsh_6,sum_mrnevn,0.337537252
NEG,wnd_Nonsh_6,sum_night,0.369486323
NEG,wnd_Nonsh_6,sprfl_day,0.264599128
NEG,wnd_Nonsh_6,sprfl_mrnevn,0.29706924
NEG,wnd_Nonsh_6,sprfl_night,0.326441968
NEG,wnd_Nonsh_6,wntr_day,0.264599128
NEG,wnd_Nonsh_6,wntr_mrnevn,0.29706924
NEG,wnd_Nonsh_6,wntr_night,0.326441968
NEG,wnd_Nonsh_6,peak,0.312746037
NEG,wnd_Nonsh_7,sum_day,0.249276169
NEG,wnd_Nonsh_7,sum_mrnevn,0.299825885
NEG,wnd_Nonsh_7,sum_night,0.340185762
NEG,wnd_Nonsh_7,sprfl_day,0.344698361
NEG,wnd_Nonsh_7,sprfl_mrnevn,0.384546595
NEG,wnd_Nonsh_7,sprfl_night,0.417795709
NEG,wnd_Nonsh_7,wntr_day,0.344698361
NEG,wnd_Nonsh_7,wntr_mrnevn,0.384546595
NEG,wnd_Nonsh_7,wntr_night,0.417795709
NEG,wnd_Nonsh_7,peak,0.249276169
NEG,wnd_Nshal_3,sum_day,0.241912987
NEG,wnd_Nshal_3,sum_mrnevn,0.235496356
NEG,wnd_Nshal_3,sum_night,0.236947594
NEG,wnd_Nshal_3,sprfl_day,0.149823837
NEG,wnd_Nshal_3,sprfl_mrnevn,0.166052817
NEG,wnd_Nshal_3,sprfl_night,0.174280497
NEG,wnd_Nshal_3,wntr_day,0.149823837
NEG,wnd_Nshal_3,wntr_mrnevn,0.166052817
NEG,wnd_Nshal_3,wntr_night,0.174280497
NEG,wnd_Nshal_3,peak,0.241912987
NEG,wnd_Nshal_4,sum_day,0.23090176
NEG,wnd_Nshal_4,sum_mrnevn,0.241212139
NEG,wnd_Nshal_4,sum_night,0.265708203
NEG,wnd_Nshal_4,sprfl_day,0.197101787
NEG,wnd_Nshal_4,sprfl_mrnevn,0.223357194
NEG,wnd_Nshal_4,sprfl_night,0.243530983
NEG,wnd_Nshal_4,wntr_day,0.197101787
NEG,wnd_Nshal_4,wntr_mrnevn,0.223357194
NEG,wnd_Nshal_4,wntr_night,0.243530983
NEG,wnd_Nshal_4,peak,0.23090176
NEG,wnd_Nshal_5,sum_day,0.227864216
NEG,wnd_Nshal_5,sum_mrnevn,0.263856549
NEG,wnd_Nshal_5,sum_night,0.28554076
NEG,wnd_Nshal_5,sprfl_day,0.263856549
NEG,wnd_Nshal_5,sprfl_mrnevn,0.300055051
NEG,wnd_Nshal_5,sprfl_night,0.328944072
NEG,wnd_Nshal_5,wntr_day,0.263856549
NEG,wnd_Nshal_5,wntr_mrnevn,0.300055051
NEG,wnd_Nshal_5,wntr_night,0.328944072
NEG,wnd_Nshal_5,peak,0.227864216
NEG,wnd_Nshal_6,sum_day,0.336203013
NEG,wnd_Nshal_6,sum_mrnevn,0.36285365
NEG,wnd_Nshal_6,sum_night,0.397199006
NEG,wnd_Nshal_6,sprfl_day,0.284444928
NEG,wnd_Nshal_6,sprfl_mrnevn,0.319350404
NEG,wnd_Nshal_6,sprfl_night,0.350926184
NEG,wnd_Nshal_6,wntr_day,0.284444928
NEG,wnd_Nshal_6,wntr_mrnevn,0.319350404
NEG,wnd_Nshal_6,wntr_night,0.350926184
NEG,wnd_Nshal_6,peak,0.336203013
NEG,wnd_Nshal_7,sum_day,0.313200461
NEG,wnd_Nshal_7,sum_mrnevn,0.376713128
NEG,wnd_Nshal_7,sum_night,0.427422877
NEG,wnd_Nshal_7,sprfl_day,0.433092686
NEG,wnd_Nshal_7,sprfl_mrnevn,0.483159587
NEG,wnd_Nshal_7,sprfl_night,0.524935092
NEG,wnd_Nshal_7,wntr_day,0.433092686
NEG,wnd_Nshal_7,wntr_mrnevn,0.483159587
NEG,wnd_Nshal_7,wntr_night,0.524935092
NEG,wnd_Nshal_7,peak,0.313200461
NEG,wnd_Ndeep_3,sum_day,0.269615305
NEG,wnd_Ndeep_3,sum_mrnevn,0.262463883
NEG,wnd_Ndeep_3,sum_night,0.264081307
NEG,wnd_Ndeep_3,sprfl_day,0.166980698
NEG,wnd_Ndeep_3,sprfl_mrnevn,0.185068116
NEG,wnd_Ndeep_3,sprfl_night,0.194237977
NEG,wnd_Ndeep_3,wntr_day,0.166980698
NEG,wnd_Ndeep_3,wntr_mrnevn,0.185068116
NEG,wnd_Ndeep_3,wntr_night,0.194237977
NEG,wnd_Ndeep_3,peak,0.269615305
NEG,wnd_Ndeep_4,sum_day,0.257949558
NEG,wnd_Ndeep_4,sum_mrnevn,0.269467692
NEG,wnd_Ndeep_4,sum_night,0.296833222
NEG,wnd_Ndeep_4,sprfl_day,0.220190261
NEG,wnd_Ndeep_4,sprfl_mrnevn,0.249521222
NEG,wnd_Ndeep_4,sprfl_night,0.272058166
NEG,wnd_Ndeep_4,wntr_day,0.220190261
NEG,wnd_Ndeep_4,wntr_mrnevn,0.249521222
NEG,wnd_Ndeep_4,wntr_night,0.272058166
NEG,wnd_Ndeep_4,peak,0.257949558
NEG,wnd_Ndeep_5,sum_day,0.255218868
NEG,wnd_Ndeep_5,sum_mrnevn,0.29553201
NEG,wnd_Ndeep_5,sum_night,0.319819368
NEG,wnd_Ndeep_5,sprfl_day,0.29553201
NEG,wnd_Ndeep_5,sprfl_mrnevn,0.336076071
NEG,wnd_Ndeep_5,sprfl_night,0.368433163
NEG,wnd_Ndeep_5,wntr_day,0.29553201
NEG,wnd_Ndeep_5,wntr_mrnevn,0.336076071
NEG,wnd_Ndeep_5,wntr_night,0.368433163
NEG,wnd_Ndeep_5,peak,0.255218868
NEG,wnd_Ndeep_6,sum_day,0.349459433
NEG,wnd_Ndeep_6,sum_mrnevn,0.3771609
NEG,wnd_Ndeep_6,sum_night,0.412860486
NEG,wnd_Ndeep_6,sprfl_day,0.295660537
NEG,wnd_Ndeep_6,sprfl_mrnevn,0.331942329
NEG,wnd_Ndeep_6,sprfl_night,0.364763135
NEG,wnd_Ndeep_6,wntr_day,0.295660537
NEG,wnd_Ndeep_6,wntr_mrnevn,0.331942329
NEG,wnd_Ndeep_6,wntr_night,0.364763135
NEG,wnd_Ndeep_6,peak,0.349459433
NEG,wnd_Ndeep_7,sum_day,0.26330001
NEG,wnd_Ndeep_7,sum_mrnevn,0.316693565
NEG,wnd_Ndeep_7,sum_night,0.359324018
NEG,wnd_Ndeep_7,sprfl_day,0.364090488
NEG,wnd_Ndeep_7,sprfl_mrnevn,0.406180514
NEG,wnd_Ndeep_7,sprfl_night,0.441300165
NEG,wnd_Ndeep_7,wntr_day,0.364090488
NEG,wnd_Ndeep_7,wntr_mrnevn,0.406180514
NEG,wnd_Ndeep_7,wntr_night,0.441300165
NEG,wnd_Ndeep_7,peak,0.26330001
NY,col_X1,sum_day,0.893026247
NY,col_X1,sum_mrnevn,0.893026247
NY,col_X1,sum_night,0.893026247
NY,col_X1,sprfl_day,0.828172377
NY,col_X1,sprfl_mrnevn,0.828172377
NY,col_X1,sprfl_night,0.828172377
NY,col_X1,wntr_day,0.828172377
NY,col_X1,wntr_mrnevn,0.828172377
NY,col_X1,wntr_night,0.828172377
NY,col_X1,peak,0.893026247
NY,col_X2,sum_day,0.663191545
NY,col_X2,sum_mrnevn,0.663191545
NY,col_X2,sum_night,0.663191545
NY,col_X2,sprfl_day,0.623608026
NY,col_X2,sprfl_mrnevn,0.623608026
NY,col_X2,sprfl_night,0.623608026
NY,col_X2,wntr_day,0.623608026
NY,col_X2,wntr_mrnevn,0.623608026
NY,col_X2,wntr_night,0.623608026
NY,col_X2,peak,0.663191545
NY,col_X3,sum_day,0.73255434
NY,col_X3,sum_mrnevn,0.73255434
